UID        PID  PPID  C STIME TTY          TIME CMD
bsc      11865 64973  0 Aug11 ?        00:05:45 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_37 -d 0 -o 1
oracle   11942     1  0 Aug12 ?        00:00:48 ora_s004_bsct5
oracle   12239     1  1 13:27 ?        00:00:37 ora_j000_bsct5
root     12390 64973  0 Aug11 ?        00:05:02 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_37 -d 0 -o 1
bsc      13817 64973  0 Aug11 ?        00:05:33 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_38 -d 0 -o 1
root     14310 64973  0 Aug11 ?        00:08:12 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_38 -d 0 -o 1
bsc      14419 64973  0 Aug11 ?        00:05:25 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_39 -d 0 -o 1
root     14521 64973  0 Aug11 ?        00:06:06 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_39 -d 0 -o 1
bsc      14638 64973  0 Aug11 ?        00:05:14 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_40 -d 0 -o 1
root     14854 64973  0 Aug11 ?        00:06:15 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_40 -d 0 -o 1
bsc      14959 64973  0 Aug11 ?        00:05:05 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_41 -d 0 -o 1
root     15109 64973  0 Aug11 ?        00:05:45 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_41 -d 0 -o 1
bsc      15185 64973  0 Aug11 ?        00:04:50 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_42 -d 0 -o 1
root     15234 64973  0 Aug11 ?        00:05:58 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_42 -d 0 -o 1
bsc      15336 64973  0 Aug11 ?        00:05:46 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_43 -d 0 -o 1
root     15455 64973  0 Aug11 ?        00:06:04 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_43 -d 0 -o 1
bsc      15481 64973  0 Aug17 ?        00:01:16 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_10 -d 0 -o 1
bsc      15564 64973  0 Aug11 ?        00:05:40 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_44 -d 0 -o 1
bsc      15606 64973  0 Aug17 ?        00:02:10 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_14 -d 0 -o 1
root     15790 64973  0 Aug11 ?        00:06:14 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_44 -d 0 -o 1
bsc      15831 64973  0 Aug11 ?        00:05:52 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_45 -d 0 -o 1
oracle   15914     1  0 Aug09 ?        00:01:08 /u20/apps/oracle/product/agent11g/perl/bin/perl /u20/apps/oracle/product/agent11g/bin/emwd.pl agent /u20/apps/oracle/product/agent11g/sysman/log/emagent.nohup
root     15940 64973  0 Aug11 ?        00:05:19 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_45 -d 0 -o 1
oracle   15956 15914  0 Aug09 ?        00:09:09 /u20/apps/oracle/product/agent11g/bin/emagent
oracle   15982     1  0 Aug09 ?        00:00:14 oraclebsct5 (LOCAL=NO)
bsc      16058 64973  0 Aug11 ?        00:04:16 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_46 -d 0 -o 1
oracle   16083     1  0 Aug09 ?        00:01:55 oraclebsct5 (LOCAL=NO)
oracle   16127     1  0 Aug09 ?        00:00:22 ora_smco_bsct5
root     16156 64973  0 Aug11 ?        00:06:26 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_46 -d 0 -o 1
bsc      16344 64973  0 Aug11 ?        00:04:18 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_47 -d 0 -o 1
root     16497 64973  0 Aug11 ?        00:10:39 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_47 -d 0 -o 1
bsc      16586 64973  0 Aug11 ?        00:05:22 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_48 -d 0 -o 1
root     16759 64973  0 Aug11 ?        00:05:53 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_48 -d 0 -o 1
bsc      16788 64973  0 Aug17 ?        00:01:17 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_11 -d 0 -o 1
bsc      16829 64973  0 Aug11 ?        00:05:22 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_49 -d 0 -o 1
root     16831     2  0 Aug09 ?        00:00:47 [flush-9:15]
bsc      16914 64973  0 Aug17 ?        00:02:01 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_12 -d 0 -o 1
root     16939 64973  0 Aug11 ?        00:05:17 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_49 -d 0 -o 1
bsc      16957 64973  0 Aug17 ?        00:02:03 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_13 -d 0 -o 1
bsc      17037 64973  0 Aug17 ?        00:01:46 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_15 -d 0 -o 1
bsc      17038 64973  0 Aug11 ?        00:05:21 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_50 -d 0 -o 1
bsc      17122 64973  0 Aug17 ?        00:02:08 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_16 -d 0 -o 1
root     17145 64973  0 Aug11 ?        00:09:39 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_50 -d 0 -o 1
bsc      17242 64973  0 Aug11 ?        00:05:14 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_51 -d 0 -o 1
bsc      17256 64973  0 Aug17 ?        00:01:49 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_17 -d 0 -o 1
root     17338 64973  0 Aug11 ?        00:06:09 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_51 -d 0 -o 1
bsc      17437 64973  0 Aug17 ?        00:01:48 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_18 -d 0 -o 1
bsc      17459 64973  0 Aug11 ?        00:05:08 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_52 -d 0 -o 1
bsc      17513 64973  0 Aug17 ?        00:02:04 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_19 -d 0 -o 1
bsc      17632 64973  0 Aug17 ?        00:02:05 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_20 -d 0 -o 1
root     17663 64973  0 Aug11 ?        00:05:54 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_52 -d 0 -o 1
bsc      17772 64973  0 Aug11 ?        00:05:04 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_53 -d 0 -o 1
root     17913 64973  0 Aug11 ?        00:06:07 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_53 -d 0 -o 1
bsc      17992 64973  0 Aug11 ?        00:04:57 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_54 -d 0 -o 1
root     18037 64973  0 Aug11 ?        00:06:21 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_54 -d 0 -o 1
bsc      18143 64973  0 Aug11 ?        00:05:04 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_55 -d 0 -o 1
root     18257 64973  0 Aug11 ?        00:06:49 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_55 -d 0 -o 1
bsc      18350 64973  0 Aug11 ?        00:04:56 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_56 -d 0 -o 1
root     18579 64973  0 Aug11 ?        00:06:00 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_56 -d 0 -o 1
bsc      18625 64973  0 Aug11 ?        00:04:57 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_57 -d 0 -o 1
root     18721 64973  0 Aug11 ?        00:05:50 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_57 -d 0 -o 1
bsc      18842 64973  0 Aug11 ?        00:05:22 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_58 -d 0 -o 1
root     18932 64973  0 Aug11 ?        00:06:39 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_58 -d 0 -o 1
bsc      19082 64973  0 Aug11 ?        00:05:20 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_59 -d 0 -o 1
root     19223 64973  0 Aug11 ?        00:06:21 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_59 -d 0 -o 1
bsc      19305 64973  0 Aug11 ?        00:05:09 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_60 -d 0 -o 1
root     19486 64973  0 Aug11 ?        00:06:43 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_60 -d 0 -o 1
bsc      19554 64973  0 Aug11 ?        00:04:20 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_61 -d 0 -o 1
root     19662 64973  0 Aug11 ?        00:06:05 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_61 -d 0 -o 1
bsc      19739 64973  0 Aug11 ?        00:05:23 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_62 -d 0 -o 1
root     19806 64973  0 Aug11 ?        00:05:55 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_62 -d 0 -o 1
bsc      19942 64973  0 Aug11 ?        00:05:07 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_63 -d 0 -o 1
root     20037 64973  0 Aug11 ?        00:08:40 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_63 -d 0 -o 1
bsc      20129 64973  0 Aug11 ?        00:05:02 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_64 -d 0 -o 1
root     20363 64973  0 Aug11 ?        00:06:14 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_64 -d 0 -o 1
bsc      20478 64973  0 Aug11 ?        00:04:57 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_65 -d 0 -o 1
root     20619 64973  0 Aug11 ?        00:06:31 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_65 -d 0 -o 1
root     20625     2  0 Aug15 ?        00:08:11 [kworker/0:0]
bsc      20699 64973  0 Aug11 ?        00:05:02 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_66 -d 0 -o 1
root     20700     1  0 00:00 ?        00:00:01 /usr/bin/nmon -x
root     20743 64973  0 Aug11 ?        00:06:59 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_66 -d 0 -o 1
bsc      20850 64973  0 Aug11 ?        00:04:48 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_67 -d 0 -o 1
root     20958 64973  0 Aug11 ?        00:06:39 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_67 -d 0 -o 1
bsc      21007 64973  0 Aug11 ?        00:04:47 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_68 -d 0 -o 1
root     21221 64973  0 Aug11 ?        00:05:52 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_68 -d 0 -o 1
bsc      21320 64973  0 Aug11 ?        00:04:16 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_69 -d 0 -o 1
root     21414 64973  0 Aug11 ?        00:06:14 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_69 -d 0 -o 1
bsc      21542 64973  0 Aug11 ?        00:05:09 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_70 -d 0 -o 1
root     21631 64973  0 Aug11 ?        00:05:37 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_70 -d 0 -o 1
bsc      21779 64973  0 Aug11 ?        00:04:58 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_71 -d 0 -o 1
root     21923 64973  0 Aug11 ?        00:08:44 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_71 -d 0 -o 1
bsc      21979 64973  0 Aug11 ?        00:05:00 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_72 -d 0 -o 1
root     22187 64973  0 Aug11 ?        00:07:06 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_72 -d 0 -o 1
bsc      22251 64973  0 Aug11 ?        00:04:45 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_73 -d 0 -o 1
root     22370 64973  0 Aug11 ?        00:06:17 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_73 -d 0 -o 1
bsc      22441 64973  0 Aug11 ?        00:04:57 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_74 -d 0 -o 1
root     22483 64973  0 Aug11 ?        00:07:17 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_74 -d 0 -o 1
bsc      22638 64973  0 Aug11 ?        00:04:41 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_75 -d 0 -o 1
root     22719 64973  0 Aug11 ?        00:06:43 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_75 -d 0 -o 1
bsc      22818 64973  0 Aug11 ?        00:04:33 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_76 -d 0 -o 1
root     23040 64973  0 Aug11 ?        00:05:41 /u40/apps/bsc/software/BSC/bsc/bin/plc_driver -t PDC_1800_06_76 -d 0 -o 1
bsc      23172 64973  0 Aug11 ?        00:04:58 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_77 -d 0 -o 1
bsc      23349 64973  0 Aug11 ?        00:05:16 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_78 -d 0 -o 1
bsc      24095 64973  0 Aug17 ?        00:01:30 /u40/apps/bsc/software/BSC/bsc/bin/bas_driver -t BDC_1800_05_21 -d 0 -o 1
root     24388     1  0 Aug11 ?        00:44:17 /u50/app/vi/amon_24.4/bin/./wrapper /u50/app/vi/amon_24.4/bin/../conf/wrapper.conf wrapper.syslog.ident=Amon wrapper.pidfile=/u50/app/vi/amon_24.4/bin/./Amon.pid wrapper.name=Amon wrapper.displayname=Application monitoring tool wrapper.daemonize=TRUE wrapper.lockfile=/var/lock/subsys/Amon
root     24410 24388  2 Aug11 ?        05:00:17 ../jre/bin/java -Djava.library.path=../lib -classpath ../lib/amon_weca.jar -Dwrapper.key=fHj-d2HECf4URHkiAYXyYlaB3t7DTntL -Dwrapper.port=32002 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=24388 -Dwrapper.version=3.3.1-st -Dwrapper.native_library=wrapper -Dwrapper.service=TRUE -Dwrapper.cpu.timeout=10 -Dwrapper.jvmid=1 com.vanderlande.amon.Main
root     24840     2  0 Aug14 ?        00:01:55 [kworker/19:0]
oracle   24873     1  1 Aug10 ?        03:32:23 oraclebsct5 (LOCAL=NO)
oracle   25751     1  1 Aug10 ?        03:39:55 oraclebsct5 (LOCAL=NO)
oracle   26472     1  1 Aug10 ?        03:28:56 oraclebsct5 (LOCAL=NO)
oracle   27146     1  0 Aug09 ?        00:04:29 oraclebsct5 (LOCAL=NO)
oracle   27479     1  1 Aug10 ?        03:50:59 oraclebsct5 (LOCAL=NO)
oracle   27635     1  1 13:33 ?        00:00:37 ora_j001_bsct5
oracle   28290     1  1 Aug10 ?        03:36:42 oraclebsct5 (LOCAL=NO)
oracle   29046     1  1 Aug10 ?        03:50:43 oraclebsct5 (LOCAL=NO)
oracle   29835     1  1 Aug10 ?        03:33:32 oraclebsct5 (LOCAL=NO)
oracle   30448     1  1 Aug10 ?        03:36:47 oraclebsct5 (LOCAL=NO)
oracle   30601     1  0 Aug12 ?        00:01:08 ora_s001_bsct5
root     32010     1  0 Aug08 ?        00:01:00 sbd: inquisitor                                                                                                                     
root     32014 32010  0 Aug08 ?        00:01:13 sbd: watcher: /dev/disk/by-id/scsi-xp02a-sbd - slot: 0                                                                              
root     32015 32010  0 Aug08 ?        00:01:13 sbd: watcher: /dev/disk/by-id/scsi-xp02b-sbd - slot: 0                                                                              
root     32016 32010  0 Aug08 ?        00:01:13 sbd: watcher: /dev/disk/by-id/scsi-msa001c-sbd - slot: 0                                                                            
root     32017 32010  0 Aug08 ?        01:34:58 sbd: watcher: Pacemaker                                                                                                             
root     32049     1  0 Aug08 ?        00:08:06 /usr/sbin/corosync
root     32055 32049  0 Aug08 ?        00:00:38 /usr/lib64/heartbeat/stonithd
90       32056 32049  0 Aug08 ?        00:45:33 /usr/lib64/heartbeat/cib
root     32057 32049  0 Aug08 ?        00:15:10 /usr/lib64/heartbeat/lrmd
90       32058 32049  0 Aug08 ?        00:00:37 /usr/lib64/heartbeat/attrd
90       32059 32049  0 Aug08 ?        00:00:28 /usr/lib64/heartbeat/pengine
90       32060 32049  0 Aug08 ?        00:01:09 /usr/lib64/heartbeat/crmd
root     32061 32049  0 Aug08 ?        00:00:14 /usr/lib64/heartbeat/mgmtd
root     33145     2  0 12:09 ?        00:00:07 [kworker/6:2]
oracle   33329     1  2 13:56 ?        00:00:13 ora_j004_bsct5
oracle   33764     1  1 Aug10 ?        03:03:31 oraclebsct5 (LOCAL=NO)
root     33765     2  0 Aug08 ?        00:04:33 [md10_raid1]
root     33766  1058  0 Aug08 ?        00:00:14 /sbin/udevd --daemon
root     33835     2  0 Aug08 ?        00:01:16 [md11_raid1]
root     33836  1058  0 Aug08 ?        00:00:00 /sbin/udevd --daemon
root     33903     2  0 Aug08 ?        00:00:55 [md12_raid1]
root     33969     2  0 Aug08 ?        00:19:19 [md13_raid1]
root     34037     2  0 Aug08 ?        00:17:19 [md14_raid1]
root     34106     2  0 Aug08 ?        00:02:05 [md15_raid1]
root     34148     2  0 Aug16 ?        00:01:02 [kworker/18:0]
root     34180     2  0 Aug08 ?        00:01:38 [md40_raid1]
root     34246     2  0 Aug08 ?        00:02:24 [md41_raid1]
root     34418     2  0 Aug08 ?        00:00:04 [kjournald]
root     34545     2  0 Aug08 ?        00:00:03 [flush-9:10]
oracle   34616     1  1 Aug10 ?        03:09:01 oraclebsct5 (LOCAL=NO)
root     34653     2  0 Aug08 ?        00:00:09 [kjournald]
root     34760     2  0 Aug08 ?        00:00:03 [kjournald]
root     34906     2  0 Aug08 ?        00:00:03 [kjournald]
root     35003     2  0 Aug08 ?        00:00:03 [kjournald]
root     35095     2  0 Aug08 ?        00:01:36 [kjournald]
root     35115     2  0 Aug08 ?        00:00:08 [flush-9:11]
root     35117     2  0 Aug08 ?        00:00:03 [flush-9:12]
root     35119     2  0 Aug08 ?        00:00:03 [flush-9:13]
root     35120     2  0 Aug08 ?        00:00:03 [flush-9:14]
oracle   35360     1  1 Aug10 ?        03:30:17 oraclebsct5 (LOCAL=NO)
root     35517     2  0 Aug08 ?        00:00:22 [kjournald]
root     35620     2  0 Aug08 ?        00:00:35 [flush-9:40]
root     35930     2  0 Aug08 ?        00:01:43 [kjournald]
oracle   36187     1  1 Aug10 ?        03:01:06 oraclebsct5 (LOCAL=NO)
root     36459     2  0 Aug08 ?        00:00:55 [flush-9:41]
oracle   37116     1  0 Aug10 ?        00:00:01 oraclebsct5 (LOCAL=NO)
root     37808     2  0 Aug14 ?        00:01:12 [kworker/18:2]
oracle   38175     1  0 Aug10 ?        00:00:01 oraclebsct5 (LOCAL=NO)
root     38682     2  0 13:58 ?        00:00:00 [kworker/u:0]
oracle   39012     1  0 Aug10 ?        00:00:01 oraclebsct5 (LOCAL=NO)
oracle   40003     1  0 Aug10 ?        00:00:01 oraclebsct5 (LOCAL=NO)
root     40885     1  0 Aug10 ?        00:00:00 rpc.statd --no-notify
root     40931     2  0 Aug10 ?        00:00:00 [rpciod]
root     40934     2  0 Aug10 ?        00:00:00 [nfsiod]
oracle   40964     1  1 13:59 ?        00:00:06 ora_j003_bsct5
root     42162     1  0 Aug08 ?        00:00:23 kissd -d
oracle   42843     1  0 00:07 ?        00:00:00 ora_s005_bsct5
postfix  43358  8202  0 12:34 ?        00:00:00 pickup -l -t fifo -u
oracle   51958     1  0 14:02 ?        00:00:00 ora_w001_bsct5
oracle   53622     1  1 14:03 ?        00:00:01 ora_j007_bsct5
root     54065     2  0 14:03 ?        00:00:00 [kworker/u:2]
oracle   55472     1  0 Aug09 ?        00:01:41 ora_pmon_bsct5
oracle   55597     1  0 Aug09 ?        00:01:51 ora_psp0_bsct5
oracle   55664     1  0 Aug09 ?        01:00:43 ora_vktm_bsct5
oracle   55671     1  0 Aug09 ?        00:00:18 ora_gen0_bsct5
oracle   55676     1  0 Aug09 ?        00:00:32 ora_diag_bsct5
oracle   55681     1  0 Aug09 ?        00:00:19 ora_dbrm_bsct5
oracle   55686     1  0 Aug09 ?        00:06:22 ora_dia0_bsct5
oracle   55691     1  0 Aug09 ?        00:00:18 ora_mman_bsct5
oracle   55697     1  0 Aug09 ?        00:02:26 ora_dbw0_bsct5
oracle   55739     1  0 Aug09 ?        00:02:21 ora_dbw1_bsct5
oracle   55744     1  0 Aug09 ?        00:02:20 ora_dbw2_bsct5
oracle   55749     1  0 Aug09 ?        00:40:59 ora_lgwr_bsct5
oracle   55754     1  0 Aug09 ?        00:02:48 ora_ckpt_bsct5
oracle   55759     1  0 Aug09 ?        00:01:43 ora_smon_bsct5
oracle   55764     1  0 Aug09 ?        00:00:07 ora_reco_bsct5
oracle   55780     1  0 Aug09 ?        00:03:11 ora_mmon_bsct5
oracle   55785     1  0 Aug09 ?        00:05:12 ora_mmnl_bsct5
oracle   55790     1  0 Aug09 ?        00:00:11 ora_d000_bsct5
oracle   55795     1  0 Aug09 ?        00:02:06 ora_s000_bsct5
oracle   56021     1  0 13:42 ?        00:00:00 ora_w000_bsct5
root     56063  7211  0 14:03 ?        00:00:00 sshd: bsc [priv]                                   
oracle   56083     1  0 Aug09 ?        00:00:10 ora_qmnc_bsct5
oracle   56210     1  0 14:04 ?        00:00:00 ora_j005_bsct5
oracle   56215     1  0 14:04 ?        00:00:00 ora_j006_bsct5
oracle   56306     1  0 Aug09 ?        00:02:18 ora_cjq0_bsct5
bsc      56320 56063  0 14:04 ?        00:00:00 sshd: bsc@pts/0                                    
bsc      56327 56320  0 14:04 pts/0    00:00:00 -ksh
oracle   56553     1  0 Aug09 ?        00:00:10 ora_q000_bsct5
oracle   56558     1  0 Aug09 ?        00:00:07 ora_q001_bsct5
oracle   57123     1  0 Aug09 ?        00:04:23 /u01/apps/oracle/product/11.2.0.2/bin/tnslsnr listener_bsct5 -inherit
root     57270  7211  0 14:04 ?        00:00:00 sshd: viadmin [priv]                               
viadmin  57275 57270  0 14:04 ?        00:00:00 sshd: viadmin@notty                                
viadmin  57276 57275  2 14:04 ?        00:00:00 /bin/bash /home/viadmin/healthcheck/bin/healthcheck.sh -v -d server_details check_up_time check_old_log_files check_config_files check_ip_link check_hp_asm check_hp_array check_fs_space check_lvm_devices check_md_device check_multipath_status check_cluster_status check_messages_file check_memory_utilization check_hba_status check_hpov_status check_ntp
oracle   57513     1  5 14:04 ?        00:00:00 oraclebsct5 (LOCAL=NO)
root     57524 57276  0 14:04 ?        00:00:00 /usr/bin/sudo INFOMGR_BYPASS_NONSA=1 /usr/sbin/hpacucli ctrl all show config
root     57525 57524  0 14:04 ?        00:00:00 /bin/sh /usr/sbin/hpacucli ctrl all show config
root     57533 57525 23 14:04 ?        00:00:00 /opt/compaq/hpacucli/bld/.hpacucli ctrl all show config
bsc      57575 56327  0 14:04 pts/0    00:00:00 ps -ef
root     59547     2  0 06:58 ?        00:00:10 [kworker/19:1]
cm       59941     1  0 Aug09 ?        00:03:56 /u41/app/vi/CM_2.11.4.0/CM/tools/wrapper/../wrapper/wrapper /u41/app/vi/CM_2.11.4.0/CM/tools/wrapper/../../../CM_BSC_LLC/conf/wrapper.conf wrapper.syslog.ident=CM_BSC_LLC wrapper.pidfile=/u41/app/vi/CM_2.11.4.0/data/wrapper/CM_BSC_LLC.pid wrapper.name=CM_BSC_LLC wrapper.displayname=CM_BSC_LLC wrapper.daemonize=TRUE
